stock_code,subscription_date,event_context,subscriber_name,amount_subscribed,shares_subscribed,price_per_share,source,evidence_text
688802,2025-02,增资,卓源芯力,,,,summary_table_or_syndicate,
688802,2025-02,增资,济南宇辰,,,,summary_table_or_syndicate,
688802,2025-02,增资,谦益永泰,,,,summary_table_or_syndicate,
688802,2025-02,增资,绵阳国科,,,,summary_table_or_syndicate,
688802,2025-02,增资,国孚领航,,,,summary_table_or_syndicate,
688802,2025-02,增资,伊敦战新,,,,summary_table_or_syndicate,
688802,2025-02,增资,南京智沐曦,,,,summary_table_or_syndicate,
688802,2025-03,增资,共青亚昌宏硕,,,,summary_table_or_syndicate,
688802,2025-03,增资,电信方舟,,,,summary_table_or_syndicate,
688802,2025-03,增资,混沌投资,,,,summary_table_or_syndicate,
688802,2025-03,增资,嘉兴普超,,,,summary_table_or_syndicate,
688802,2025-03,增资,经纬创壹号,,,,summary_table_or_syndicate,
688802,2025-03,增资,经纬创叁号,,,,summary_table_or_syndicate,
688802,2025-03,增资,河南科投,,,,summary_table_or_syndicate,
688802,2025-03,增资,海南泰达,,,,summary_table_or_syndicate,
688802,2025-03,增资,富海精选二号,,,,summary_table_or_syndicate,
688802,2025-03,增资,卓源芯力,,,,summary_table_or_syndicate,
688802,2025-03,增资,南京智沐曦,,,,summary_table_or_syndicate,
688802,2025-03,增资,交控金石,,,,summary_table_or_syndicate,
688802,2025-03,增资,金石精密,,,,summary_table_or_syndicate,
688802,2025-03,增资,中金上汽,,,,summary_table_or_syndicate,
688802,2025-03,增资,金华盛赫,,,,summary_table_or_syndicate,
688802,2025-03,增资,联想中小,,,,summary_table_or_syndicate,
688802,2025-03,增资,万石拾壹号,,,,summary_table_or_syndicate,
688802,2025-03,增资,佛山港粤,,,,summary_table_or_syndicate,
688802,2025-03,增资,晓池摩山,,,,summary_table_or_syndicate,
688802,2025-03,增资,南京盈研,,,,summary_table_or_syndicate,
688802,2025-03,增资,宜宾和谐,,,,summary_table_or_syndicate,
688802,2025-03,增资,社保长三角,,,,summary_table_or_syndicate,
688802,2025-03,增资,成都交子,,,,summary_table_or_syndicate,
688802,2025-03,增资,海融通,,,,summary_table_or_syndicate,
688802,2025-03,增资,春华景智,,,,summary_table_or_syndicate,
688802,2025-03,增资,华兴航科,,,,summary_table_or_syndicate,
688802,2025-03,增资,睿石德晟,,,,summary_table_or_syndicate,
688802,2025-03,增资,杭州丹贝,,,,summary_table_or_syndicate,
688802,2025-03,增资,晋安三创,,,,summary_table_or_syndicate,
688802,2025-03,增资,富海曦芯,,,,summary_table_or_syndicate,
688802,2025-03,增资,芯能方安,,,,summary_table_or_syndicate,
688802,2025-03,增资,芯能方华,,,,summary_table_or_syndicate,
688802,2025-03,增资,图灵安捷,,,,summary_table_or_syndicate,
688802,2025-03,增资,共青亚昌辰柠,,,,summary_table_or_syndicate,
688802,2025-03,增资,九安海棠,,,,summary_table_or_syndicate,
688802,2025-03,增资,砺思星沐,,,,summary_table_or_syndicate,
688802,2025-03,增资,中科蓝讯,,,,summary_table_or_syndicate,
688802,2025-03,增资,七匹狼,,,,summary_table_or_syndicate,
688802,2025-03,增资,聚源振芯,,,,summary_table_or_syndicate,
688802,2025-03,增资,聚源海河,,,,summary_table_or_syndicate,
688802,2025-03,增资,经纬厦门,,,,summary_table_or_syndicate,
688802,2025-03,增资,经纬创华,,,,summary_table_or_syndicate,
688802,2025-03,增资,中金启辰无锡,,,,summary_table_or_syndicate,
688802,2025-03,增资,中金启辰苏州,,,,summary_table_or_syndicate,
688802,2025-03,增资,综改试验,,,,summary_table_or_syndicate,
688802,2025-03,增资,谦益永兴,,,,summary_table_or_syndicate,
688802,2025-03,增资,同创伟业,,,,summary_table_or_syndicate,
688802,2025-03,增资,娃哈哈,,,,summary_table_or_syndicate,
688802,2025-03,增资,青岛立涌,,,,summary_table_or_syndicate,
688802,2025-03,增资,新华文泰,,,,summary_table_or_syndicate,
688802,2025-03,增资,红杉雅恒,,,,summary_table_or_syndicate,
688802,2025-03,增资,晶凯景宽,,,,summary_table_or_syndicate,
688802,2025-03,增资,普华杭州,,,,summary_table_or_syndicate,
688802,2025-03,增资,湘投一村,,,,summary_table_or_syndicate,
688802,2025-03,增资,颍上德势,,,,summary_table_or_syndicate,
688802,2025-03,增资,国寿资本,,,,summary_table_or_syndicate,
688802,2025-03,增资,丽水巧达,,,,summary_table_or_syndicate,
688802,2025-03,增资,浦信熠芯,,,,summary_table_or_syndicate,
688802,2025-03,增资,源起开来,,,,summary_table_or_syndicate,
688802,2025-03,增资,苏州溢漕,,,,summary_table_or_syndicate,
688802,2025-03,增资,淳中科技,,,,summary_table_or_syndicate,
688802,2025-03,增资,中证投资,,,,summary_table_or_syndicate,
688802,2025-03,增资,嘉兴瀚舟,,,,summary_table_or_syndicate,
688802,2025-03,增资,前瞻远至,,,,summary_table_or_syndicate,
688802,2025-03,增资,正和启迪,,,,summary_table_or_syndicate,
