stock_code,company_name,exchange,url,title,source
603312,西典新能,SSE,https://static.sse.com.cn/stock/disclosure/announcement/c/202302/001582_20230228_7BEU.pdf,苏州西典新能源电气股份有限公司招股说明书（申报稿）,official_web_discovery
